ITEM_ID,GENRES,DESCRIPTION
122,Points of Interest & Landmarks|Monuments & Statues,
123,Points of Interest & Landmarks|Monuments & Statues,
124,Monuments & Statues,
125,Neighbourhoods,
126,Monuments & Statues,
127,Architectural Buildings,
128,Points of Interest & Landmarks,"""Not too long ago, our nation’s capital was a world-class beer town without a brewery to call its own. Since Christian Heurich had closed the doors to his brewery in the 1950s, Washington DC had no brewery whose products were available in local stores and on tap outside its site of production. There were brewpubs, yes, but no breweries. Enter Brandon Skall & Jeff Hancock. Starting in 2009, the duo went about filling the glaring void in the local beer market. Two years later, on Tax Day 2011, DC Brau Brewing Company officially tapped its first keg of beer entirely brewed, packaged and sold within the District of Columbia. Since then, the brewery has crafted award-winning beer — utilizing a delicious and uniquely American blend of North American and European techniques and ingredients — with distribution throughout the greater National Capital Region, Maryland, Pennsylvania, Massachusetts and beyond."""
129,Points of Interest & Landmarks|Educational sites|Government Buildings,
130,Churches & Cathedrals,
131,Points of Interest & Landmarks,
132,Historic Sites|Points of Interest & Landmarks|Architectural Buildings|Religious Sites|Churches & Cathedrals,
133,Points of Interest & Landmarks|Monuments & Statues,
134,Historic Sites,
135,Monuments & Statues,
136,Historic Sites|History Museums,
137,Religious Sites|Churches & Cathedrals,"""St. Ann's Church is a non-profit parish that serves more than 600 Catholic families in Northwest Washington, D.C. We serve the local community through fundraising projects and service activities, provide education to youth in grades K-12, and serve the spiritual needs of our members through church services and opportunities that enable members to be the Body of Christ. Through annual and biannual campaigns, we support organizations like Friendship Place, which aims to end homelessness, and partner with groups like the Tenleytown Historical Society to promote events for the community. The church is located one block south of the Tenleytown/American University red line metro stop. St. Ann is the oldest Catholic parish in the part of Washington, DC which lies west of Rock Creek Park and north of Georgetown. The present-day church is the third on the site, and is a larger version of a church designed by the same architect who designed the cathedral for the Archdiocese of Atlanta."""
138,Monuments & Statues,
139,Historic Sites|Points of Interest & Landmarks|Monuments & Statues,
140,Religious Sites,
141,Points of Interest & Landmarks,
142,Churches & Cathedrals,
143,Religious Sites,
144,Historic Sites|Points of Interest & Landmarks|Monuments & Statues,
145,Historic Sites|Points of Interest & Landmarks|Architectural Buildings,
146,Points of Interest & Landmarks,
147,Points of Interest & Landmarks,
148,Arenas & Stadiums,
149,Bridges,
150,Historic Sites|Points of Interest & Landmarks|Monuments & Statues,
151,Monuments & Statues,
152,Neighbourhoods,
153,Historic Sites,"""This home of Frederick Douglass contains original furnishings."""
154,Churches & Cathedrals,
155,Historic Sites|Monuments & Statues,
156,Points of Interest & Landmarks,
157,Religious Sites|Churches & Cathedrals,
158,Educational sites|Spas,
159,Monuments & Statues,
160,Historic Sites|Points of Interest & Landmarks,
161,Historic Sites|Churches & Cathedrals,"""Just as Jesus Christ invited everyone, we seek to faithfully extend Christ’s life-giving welcome to all people. Mount Vernon Place United Methodist Church recognizes that diversity is one of the greatest expressions of God’s creativity, presence and grace. As a congregation, we are grateful for the many differences apparent in our community and in our experiences of God. We welcome all people into the life of this church, and celebrate and give thanks for our diversity of race, ethnicity, citizenship, gender, sexual orientation, age, physical and mental ability, faith background, economic status, appearance, marital condition, political persuasion, education, and life experience. We hope you will join us as we continue to discover how we can most faithfully include, learn from, and grow with all people in our community. We worship Sundays at 11am. Guided tours are available Mon-Thur 9AM-4PM and Fri 9-2PM. Please note that our building is secured so self-guided access during the week is not permitted."""
162,Churches & Cathedrals,
163,Neighbourhoods,
164,Churches & Cathedrals,
165,Points of Interest & Landmarks|Architectural Buildings,
166,Historic Sites|Parks,
167,Cemeteries,"""This small cemetery was dedicated by President Abraham Lincoln after the Battle of Fort Stevens in 1864."""
168,Points of Interest & Landmarks|Monuments & Statues,
169,Points of Interest & Landmarks|Monuments & Statues,
170,Historic Sites,
171,Bridges,
172,Points of Interest & Landmarks,
173,Points of Interest & Landmarks,
174,Monuments & Statues,
175,Historic Walking Areas,
176,Cemeteries,
177,Speciality & Gift Shops|Art Galleries|Architectural Buildings,"""Book Arts is the culmination of the collective efforts of gifted American and Florentine bookbinders, conservators, book artists, letterpress printers and leather craftsmen. Inspired by the classic Florentine atelier and a 100 year old legacy, Book Arts coalesces a life-time of experience to make available timeless works with uncompromising services, employing the arts of fine binding. Services include the design, binding, and printing of limited editions, expert restoration and conservation of books, and fine binding and printing of single books."""
178,Points of Interest & Landmarks|Fountains,
179,Monuments & Statues,
180,Churches & Cathedrals,
181,Monuments & Statues,
182,Architectural Buildings|Government Buildings,
183,Monuments & Statues,
184,Points of Interest & Landmarks|Churches & Cathedrals,
185,Points of Interest & Landmarks|Monuments & Statues,
186,Monuments & Statues,
187,Points of Interest & Landmarks|Churches & Cathedrals,
188,Monuments & Statues,
189,Points of Interest & Landmarks,"""Established by Mayor Muriel Bowser on June 5, 2020, this site honors the national movement for freedom, liberation and justice for black Americans. This site served as a focal point in the civil rights protests of 2020 following the suffocation of George Floyd by a police officer in Minneapolis, MN and the shooting of Emergency Medical Technician Breonna Taylor by police in Louisville, KY."""
190,Points of Interest & Landmarks|Parks,
191,Historic Sites|Monuments & Statues,
192,Arenas & Stadiums,"""Robert F. Kennedy Memorial Stadium, the historic DC sports venue that has entertained spectators with its crowd-pleasing sightlines since 1961, is affectionately known as “RFK” around the globe. The home turf for professional, collegiate and high school games during its history, RFK was the first major stadium designed specifically as a multisport facility for both football and baseball and is the current home for Major League Soccer’s D.C. United."""
193,Religious Sites,
194,Points of Interest & Landmarks,
195,Lookouts,
196,Scenic Walking Areas,
197,Monuments & Statues,
198,Points of Interest & Landmarks,
199,Historic Sites|Points of Interest & Landmarks,"""Site of the old Arsenal Penitentiary where those associated with the plot to assassinate Lincoln were jailed."""
200,Monuments & Statues,
201,Points of Interest & Landmarks,
202,Points of Interest & Landmarks,
203,Monuments & Statues,
204,Monuments & Statues,
205,Religious Sites,
206,Neighbourhoods,
207,Points of Interest & Landmarks,
208,Arenas & Stadiums,
209,Monuments & Statues,
210,Architectural Buildings,
211,Churches & Cathedrals,
212,Historic Sites|Churches & Cathedrals,
213,Monuments & Statues,
214,Architectural Buildings|Government Buildings,
215,Monuments & Statues,
216,Monuments & Statues,
217,Churches & Cathedrals,
218,Historic Sites,
219,Points of Interest & Landmarks,
220,Monuments & Statues,
221,Monuments & Statues,
222,Historic Sites|Scenic Walking Areas,
223,Monuments & Statues,
224,Churches & Cathedrals,
225,Points of Interest & Landmarks|Monuments & Statues,
226,Historic Sites,
227,Historic Sites|Churches & Cathedrals,
228,Churches & Cathedrals,
229,Historic Sites|Churches & Cathedrals,
230,Points of Interest & Landmarks,"""The Magic Tree Box is home to a family of fairies and hobbits living in harmony with the residents of Logan Circle located in the historic U Street Corridor of Northwest Washington, DC. It is a street side tree box garden in the heart of the urban jungle that has been converted to a fairy garden and miniature Hobbiton."""
231,Historic Sites|Architectural Buildings|Educational sites,
232,Government Buildings,"""What do the world’s most popular music festival, cycling and beer have in common? The 2019 Open House at the Embassy of Belgium! Join us this year as we host a mini “Tomorrowland” experience on Embassy grounds and during your visit, enter for a chance to win two round-trip Brussels Airlines tickets including entry to the actual sold-out festival!"""
233,Civic Centres,
234,Religious Sites,
235,Cemeteries,
236,Monuments & Statues,"""Sure the monuments in Washington DC are great in the day time, but to really see them, see them at night. When the night is out, the lights are on and the monuments shine in incredible brilliance. Take a nice leisurely tour with a small group. Intimate, local, stunning."""
237,Points of Interest & Landmarks,"""Florida's embassy in Washington, D.C."""
238,Points of Interest & Landmarks|Monuments & Statues,
239,Arenas & Stadiums,
240,Historic Walking Areas|Parks,"""Open area of gardens, fountains, trees and monuments stretching nearly two miles between the Capitol and the Lincoln Memorial."""
241,Gardens,"""Steeped in history, the United States Botanic Garden inspires people to appreciate, study, and conserve plants to enrich society locally and globally. The U.S. Botanic Garden campus includes the Conservatory, the gated outdoor gardens, and Bartholdi Fountain and Gardens. The Garden features more than 44,000 plants with major collections including orchids, roses, plants native to the United States, food and economic plants, carnivorous plants, and more."""
242,Historic Sites|Gardens|Art Museums,"""Hillwood, the grand estate of Post Cereal heiress Marjorie Merriweather Post, sits on 25 acres overlooking Rock Creek Park in northwest Washington DC. Along with a world renowned collection of Russian and French decorative arts, Hillwood also features extensive gardens and special exhibitions."""
243,Zoos,"""A park-like zoo containing 4,000 animals and 500 different species."""
244,Bodies of Water,"""Springtime in Washington means the explosion of white-pink clouds of cherry blossoms around the Tidal Basin."""
245,Nature & Wildlife Areas|Hiking Trails|Gardens,"""Established in 1927 by an Act of the United States Congress, this national treasure contains 446 acres of fabulous flora and fauna and is especially known for its Asian, azalea and conifer collections."""
246,Art Galleries|Parks,"""Make a day of it as you picnic in the lush garden. Enjoy food and drinks from the Pavillion Café. Rediscover your favorite sculptures and relax as you catch some shade. Plan your visit today!"""
247,Gardens|Art Museums,"""Dumbarton Oaks is an institute of Harvard University dedicated to supporting scholarship internationally in Byzantine, Garden and Landscape, and Pre-Columbian studies through fellowships, meetings, exhibitions, and publications. It opens its doors to the public to visit its historic Gardens, designed by Beatrix Farrand; its Museum, with world-class collections of art; and its Music Room, for lectures and concerts."""
248,Gardens|Art Museums,"""Part of the Smithsonian Institution, the Hirshorn Museum features an exciting collection of 20th-century art and its companion scultpture garden is not to be missed."""
249,Marinas|Points of Interest & Landmarks,"""This waterfront D.C. neighborhood is home to four hotels, a 6,000-seat music venue and over 80 shops and restaurants. It also hosts vibrant festivals, events and free outdoor concerts throughout the year. Here, you can browse charming bookstores and walk down the pier to enjoy the views of the Washington Channel. When hungry, enjoy pastries from one of the neighborhood's bakeries or visit the Municipal Fish Market for a great-value-for-money lunch. Stick around after hours to pub crawl or watch a concert. You might also want to visit the International Spy Museum or Smithsonian Museums, which are within walking distance from The Wharf."""
250,Military Museums|Speciality Museums|Parks,"""Not just a park in the city, but a kind of leisurely museum, with a scattering of Civil War forts, a cemetery and a 19th-century mill within its bounds."""
251,Bodies of Water|Waterfalls,"""River separating Washington D.C. from Virginia."""
252,Islands|Parks,"""Theodore Roosevelt Island is an 88.5 acre island in the Potomac River. It is maintained as a National Park and has various walking trails"""
253,Historic Sites|Architectural Buildings|Gardens,"""A model of Federal-period architecture in the nation’s capital, Tudor Place was home to six generations of Martha Washington’s descendants from 1805 to 1983 and the enslaved workers and servants who lived and worked here. With over 18,000 decorative objects, including the largest Washington Collection outside of Mount Vernon, Tudor Place sits on 5 ½ acres in the heart of Georgetown."""
254,Gardens,"""This garden displays elaborate geometric designs."""
255,National Parks|Gardens,
256,Bodies of Water,"""A 185-mile canal which runs from D.C. to Cumberland, Maryland."""
257,Nature & Wildlife Areas,
258,Parks,
259,Parks,"""A park which surrounds the Tidal Basin and includes the Vietnam, Lincoln and Jefferson Memorials."""
260,Bodies of Water,
261,Parks,
262,Parks,
263,Parks|Gardens,
264,Gardens,
265,Parks,
266,Historic Sites|National Parks,"""Home of the founder and the first headquarters of the National Council of Negro Women."""
267,Gardens,
268,Parks|Playgrounds,
269,Parks,
270,Parks,
271,Parks,
272,Nature & Wildlife Areas|Parks,
273,National Parks,
274,Parks,
275,Playgrounds,
276,Parks,
277,Parks,
278,Parks,
279,Gardens,
280,Parks,
281,Playgrounds,
282,National Parks,
283,National Parks,
284,Parks,
285,Historic Sites|Parks,
286,Parks|Playgrounds,
287,Parks,
288,Parks,
289,Playgrounds,
290,Points of Interest & Landmarks|Parks,
291,Gardens,
292,Parks,
293,National Parks|Parks,
294,Parks,
295,Parks,
296,Gardens,
297,Gardens,
298,Parks,
299,Parks,
300,Nature & Wildlife Areas,
301,Hiking Trails,
302,Parks,
303,Parks|Playgrounds,
304,Parks,
305,Parks,
306,Parks,
307,National Parks|Parks,
308,Gardens,
309,Playgrounds,
310,Parks,
311,National Parks|Parks|Gardens,
312,Parks,
313,Parks,
314,Natural History Museums,"""Established in 1910 and located on the National Mall, this prestigious museum, part of the Smithsonian Institution, holds the world's most extensive collection of natural history specimens and human artifacts including the remains of dinosaurs and tools used by early man."""
315,Speciality Museums,"""Free time-entry passes are required. Please see the Museum's website for information. The Smithsonian National Air and Space Museum maintains the largest collection of historic air and spacecraft in the world"""
316,Art Museums,"""This national art museum holds over 141,000 works of western art, spanning from the middle ages through today. Bonus: It's completely free to visit."""
317,History Museums,"""A living memorial to the Holocaust, the United States Holocaust Memorial Museum inspires citizens and leaders worldwide to confront hatred, prevent genocide, and promote human dignity.

The Museum is open seven days a week. It is closed on Yom Kippur and Christmas Day. Free timed-entry tickets are required to enter the Museum building and can be reserved on our website."""
318,History Museums,"""This 10-story Smithsonian Institution museum is dedicated to showcasing the African-American way of life, culture, and experiences through America's history."""
319,Art Museums|History Museums,"""Housed in the Old Patent Office Building, this art museum presents portraiture of prominent figures in American history, from presidents and inventors to even pop stars."""
320,Historic Sites|Theatres|History Museums,"""The site of the April 14, 1865, assassination of President Abraham Lincoln, Ford's Theatre is a working theatre, historical monument, world-class museum and learning center. The theatre produces musicals and plays reflecting the unique, diverse character of American life. With its inspiring theatrical productions, live historic interpretation, and rich collection of artifacts, Ford’s is the premier destination in the nation’s capital to explore and celebrate the life and legacy of Abraham Lincoln. A daytime visit can include the museum, theatre, Petersen House (the house where Lincoln died) and Aftermath Exhibits at the Center for Education and Leadership. Advance tickets are required (convenience fee). From September to May, Ford’s presents evening and matinee productions of renowned plays, vibrant musicals, and newly commissioned works that captivate and entertain while examining political and social issues related to Lincoln’s life and legacy."""
321,History Museums,"""One of the Smithsonian museums along the Mall, this one has more than 3 million artifacts in its collection—from gowns to locomotives—that reflect and preserve a record of America’s past."""
322,Historic Sites|Gardens|Art Museums,"""Hillwood, the grand estate of Post Cereal heiress Marjorie Merriweather Post, sits on 25 acres overlooking Rock Creek Park in northwest Washington DC. Along with a world renowned collection of Russian and French decorative arts, Hillwood also features extensive gardens and special exhibitions."""
323,Speciality Museums,"""Repository where the most important historical documents of the United States are held, such as the original Declaration of Independence, Bill of Rights, Constitution and the 1297 version of the Magna Carta."""
324,Speciality Museums,"""View the interactive exhibitions and installations, and learn about the role and techniques of espionage throughout history at the International Spy Museum. The brand-new facility houses the largest collection of spy artifacts in the world, as well as first-person accounts from top intelligence officers and experts. Here, children and grown-ups alike can embark on an immersive mission and step into the shoes of a spy. Before you leave, check out the gift shop's offbeat souvenirs. The museum is open every day of the week and can be easily reached with the DC Metro. You can get timed tickets online. – Tripadvisor"""
325,Speciality Museums,"""A Museum providing guests with an immersive and personalized experience as they explore the history, narrative, and impact of the Bible. Using cutting-edge technology, the Bible comes to life before your eyes. Complete with a world stage theater, a Fly Board ride experience, and personalized digital guides, Museum of the Bible can be tailored to any age."""
326,Art Museums,"""\""Americas First Museum of American Art\"" boasts a collection of over 2,500 19th and 20th-century masters, both American and European, including Renoir, Picasso, Gauguin, Manet, OKeefe and more."""
327,Speciality Museums,
328,Art Museums|History Museums,"""The Smithsonian American Art Museum shares its collections, programs, and exhibitions in two locations in Washington, DC. SAAM’s main building is located at the heart of a vibrant downtown cultural district."""
329,Art Museums,"""A museum of American craft art that begins with James Renwicks architectural design of the building itself."""
330,Art Museums,"""Admission is always free. The Smithsonian's National Museum of Asian Art is committed to preserving, exhibiting, researching and interpreting art in ways that deepen our collective understanding of Asia and the world. Home to more than 45,000 objects, the museum stewards one of North America's largest and most comprehensive collections of Asian art, with works dating from antiquity to the present from China, Japan, Korea, South Asia, Southeast Asia and the Islamic world."""
331,Speciality Museums|Historic Sites|History Museums,"""Known as the \""Cradle of the Emancipation Proclamation,\"" President Lincoln's Cottage is Abraham Lincoln's summer residence where he lived and worked for over a quarter of his presidency and made some of his most important decisions, including developing the Emancipation Proclamation. Located on a picturesque hilltop in Northwest Washington, DC on the grounds of the Armed Forces Retirement Home, the Cottage is open for tours 362 days a year. Guided tours offer visitors an intimate view of Abraham Lincoln’s presidency and private life. Visitors are also invited to browse exhibits in the adjacent Robert H. Smith Visitor Education Center. Tickets are required for entry to the Cottage, and advanced ticket purchase is strongly recommended."""
332,Speciality Museums|History Museums,"""The National Museum of the American Indian houses artifacts, art, historical and cultural objects from Native Indian communities in the Hemisphere."""
333,Art Galleries|Parks,"""Make a day of it as you picnic in the lush garden. Enjoy food and drinks from the Pavillion Café. Rediscover your favorite sculptures and relax as you catch some shade. Plan your visit today!"""
334,Speciality Museums,"""Founded in 1981 and opened in 1987, the National Museum of Women in the Arts is the only museum solely dedicated to celebrating the achievements of women in the visual, performing and literary arts. The museum's collection features 4,500 works from the 16th century to the present created by more than 1,000 artists, including Mary Cassatt, Frida Kahlo, Alma Thomas, Lee Krasner, Louise Bourgeois, Chakaia Booker and Nan Goldin, along with special collections of 18th-century silver tableware and botanical prints. NMWA is located at 1250 New York Avenue, NW, Washington, D.C., In a landmark building near the White House."""
335,Speciality Museums|Historic Sites|History Museums,"""The Woodrow Wilson House is open! We welcome visitors back for a variety of Covid friendly activities and for private events including weddings and corporate receptions, seven days a week. Don’t miss your chance to visit the Suffrage Outside exhibition, the only fully outdoor history exhibit in DC, on display in the Wilson House garden through November 30th. Reserve your visiting time on our website www.woodrowwilsonhouse.org. Also available are two walking tours: \""If these walls could talk! A Waddy Wood Walking Tour\"" and the \""Kalorama Audio Tour\"". Once you’ve downloaded the map, take the tour at your leisure. The giftshop and bathroom are open during business hours."""
336,Gardens|Art Museums,"""Dumbarton Oaks is an institute of Harvard University dedicated to supporting scholarship internationally in Byzantine, Garden and Landscape, and Pre-Columbian studies through fellowships, meetings, exhibitions, and publications. It opens its doors to the public to visit its historic Gardens, designed by Beatrix Farrand; its Museum, with world-class collections of art; and its Music Room, for lectures and concerts."""
337,Gardens|Art Museums,"""Part of the Smithsonian Institution, the Hirshorn Museum features an exciting collection of 20th-century art and its companion scultpture garden is not to be missed."""
338,Speciality Museums,"""Planet Word is an immersive language experience located at the historic Franklin School in Washington, D.C. Ideal for all ages, Planet Word is a voice-activated museum (the world’s first!), and our interactive galleries and exhibits bring words and language to life in all sorts of fun ways."""
339,Architectural Buildings|Libraries|History Museums,"""The DAR Museum looks at the American experience through objects and art of the American home from the Colonial Era to the early 20th century. Visitors can tour 31 period rooms, learn about the history of American furnishings through a fun interactive area, and research their family history in the library. **DAR Constitution Hall is a separate entity** Constitution Hall does not produce any of the events presented in the Hall. All events are arranged by independent producers or sponsors who are responsible for all the details of the presentation. The producer is solely responsible for ticket sales, advertising, hiring and paying all necessary staff, contracting vendors, and paying the acts."""
340,Military Museums|Speciality Museums|Parks,"""Not just a park in the city, but a kind of leisurely museum, with a scattering of Civil War forts, a cemetery and a 19th-century mill within its bounds."""
341,Historic Sites|History Museums,"""Explore the Society of the Cincinnati's historic headquarters, Anderson House, a National Historic Landmark that has been the Society's home since 1938. The Society and its American Revolution Institute work to honor the men and women who won American independence in the Revolutionary War by supporting advanced study, presenting exhibitions and other public programs, advocating preservation, and providing resources to teachers and students. Tours of Anderson House reveal the history of the Society of the Cincinnati, the significance of the American Revolution, and the lives and collections of the home's first owners, Larz and Isabel Anderson. The mansion was completed in 1905 for the Andersons, a wealthy couple who devoted their lives to public service, travel, entertaining, collecting, and philanthropy-interests and activities that are reflected in Anderson House, where much of the couple's art collection and furnishings are still on display. Guided tours begin at 15 minutes past each hour. Anderson House also offers a changing exhibition gallery, a research library, and an active calendar of public programs."""
342,Art Museums,"""The Kreeger Museum is an art museum located in the former residence of Carmen and David Kreeger. Designed by Philip Johnson and Richard Foster, the Museum houses the Kreegers’ collection of 19th and 20th-century painting and sculpture and outstanding examples of African and Asian art."""
343,History Museums,"""The National Building Museum tells the stories of the world we design and build. We’re one of the most family-friendly, awe-inspiring spots in Washington, D.C. The Museum offers something for everyone, from children to design buffs to building professionals. Learn about the Museum’s historic home during a free docent-led tour, offered daily. Docents also lead tours of exhibitions. Our 75-foot Corinthian columns are the country’s tallest."""
344,Speciality Museums|History Museums,"""The Museum's core mission is to introduce visitors to the proud history and many facets of American law enforcement in an experience you won't find anywhere else. Our \""walk in the shoes\"" experience lets visitors learn what it's like to be a law enforcement officer through innovative and engaging exhibits, artifacts and programs. We also seek to strengthen the relationship between law enforcement and the communities they serve with thought-provoking programs that promote dialogue on topics of current interest."""
345,Speciality Museums|History Museums,"""Part of the Smithsonian Institution that concentrates on crafts and objects from the sub-Saharan region of Africa."""
346,Speciality Museums,
347,Speciality Museums|Monuments & Statues,"""A statue of The Lone Sailor peers over this memorial, which consists of a plaza bearing a granite world map flanked by waterfalls and fountains. The heritage center contains exhibits on naval history."""
348,Natural History Museums,
349,Military Museums,"""Welcome to the National Museum of the United States Navy located in the historic Washington Navy Yard in Washington, DC. Housed in one of the historic buildings of the former Naval Gun Factory, the museum was established in 1961 and opened to visitors in 1963. As the flagship museum of 10 naval museums, the NMUSN represents the entire history of the United States Navy. Inspiring the honor, courage, and commitment of the Navy and the public, our collection includes over 5,000 artifacts and works of art spanning more than 240 years. The museum is located within an active military facility. A valid ID is required. Go to our “Plan Your Visit” page to learn more about base access. www.history.navy.mil/nmusn"""
350,History Museums,"""The African-American Civil War Museum and Memorial was created to tell the story and pay tribute to African-Americans who fought in the Civil War."""
351,History Museums,"""The House of the Temple is the headquarters for the Scottish Rite of Freemasonry, Southern Jurisdiction. The Museum and Library are open for tours to the public Mondays - Thursdays. Please see our website or give us a call for our current tour times."""
352,Historic Sites|History Museums,"""Historic Dupont Circle home of German immigrant and brewmaster Christian Heurich (1842-1945) and family The mansion was built from 1892-94 by German immigrant, local brewer, and philanthropist Christian Heurich (1842-1945). He and his family lived in their Dupont Circle home from its completion in 1894 until his wife's death in 1956. Recognized as Washington, DC's most successful brewer, he ran the Chr. Heurich Brewing Co., the city's longest-operating brewery (1873-1956), until his death at 102. The mansion is notable for its fireproof construction, original interiors, and family collections. The museum, located at 1307 New Hampshire Avenue in Dupont Circle, is open for regular public events and guided tours Thursday through Saturday at 11:30 am, 1:00 and 2:30 pm. Private tours and event rentals are also available."""
353,Art Museums,"""This former U.S. Patent Office houses the National Portrait Gallery and the Smithsonian American Art Museum."""
354,Art Galleries|Speciality Museums|Art Museums,"""ARTECHOUSE is the nation's first innovative art destination dedicated to the intersection of art, science and technology. From physical, immersive art spaces in NYC, DC and Miami to an extended reality (XR) mobile app, ARTECHOUSE is where curiosity-seekers of all ages go to experience creative innovation without limits. Founded in 2015 by arts advocates Sandro and Tati, ARTECHOUSE has become the premier destination, both online and offline, for genre-pushing, technology-driven art"""
355,Speciality Museums,
356,Science Museums|Children's Museums,"""Spark curiosity and ignite creativity for children from birth to age 12 and engage the whole family. Just steps off the National Mall, National Children’s Museum celebrates the joy of childhood through STEAM (science, technology, engineering, arts, and math) concepts in 20,000 sqft of imaginative exhibits and experiences. The Dream Machine, a three-story, cloud-inspired slide and climbing structure, will greet guests as they enter the Museum."""
357,Historic Sites|History Museums,"""The National Woman's Party at the Belmont-Paul Women's Equality National Monument is the only museum in the nation's Capitol that tells the inspiring and ongoing story of women's quest for equality. The Sewall House has stood strong on Capitol Hill for over two hundred years. Early occupants of the house participated in the formulation of Congress and witnessed the construction of the US Capitol and the Supreme Court. In 1929, the National Woman's Party (NWP) purchased the house, and it soon evolved into a center for feminist education and social change. For over sixty years, the trail-blazing NWP utilized the strategic location of the house to lobby for women's political, social, and economic equality.Today, the National Woman's Party tells the compelling story of a community of women who dedicated their lives to the fight for women's rights. The innovative tactics and strategies these women devised became the blueprint for women's progress throughout the twentieth century. The Museum exhibits highlight the tactics and strategies used during the 20th century women's rights movement. Artifacts from the NWP collection bring the story to life. Public Programs showcase the Museum's commitment to continuing conversations on women's progress while examining the ongoing national and international quest for women's equality.The site was dedicated as a National Monument for its significance to the history of the United States."""
358,Speciality Museums,"""Focused on art, history, and culture, the museum showcases The Textile Museum’s textile collections from around the globe and the Albert H. Small Washingtoniana Collection of artifacts that trace the founding and evolution of Washington, D.C."""
359,Speciality Museums,"""Closely tied to our nation’s history since its construction began in 1799, The Octagon is a symbol of power and influence in Washington, DC. The Octagon house was built by enslaved workers for Virginia’s wealthiest plantation family, largely as a gesture by the Tayloes in support of the newly-established capital. The building was designed by the first architect of the United States Capitol, William Thornton, and served for six months as the White House after the 1814 Burning of Washington. Recognizing The Octagon’s national importance, The American Institute of Architects (AIA) established its national headquarters on-site in 1898 and restored the building as one of the country’s earliest preservation projects. In the 1970s AIA constructed its current headquarters on the site of The Octagon’s original outbuildings, opening The Octagon as a museum. Now owned by the Architects Foundation, The Octagon hosts programs demonstrating the cultural and societal impact of architects."""
360,Military Museums,
361,History Museums,
362,Art Museums,
363,Military Museums,
364,Military Museums|Historic Sites|History Museums,"""Explore the unassuming boarding house rooms where Clara Barton lived and worked during the Civil War. These rooms were Barton's home base first as she braved the battlefield, then as she searched for 63,000 + missing soldiers."""
365,Theatres|Observatories & Planetariums,"""Part of the Smithsonian, the Einstein Planetarium features Imax Theatre presentations and a Star Wars exhibition."""
366,Art Museums|History Museums,
367,Speciality Museums,"""A unique museum that develops its exhibits through a community outreach program."""
368,Speciality Museums,
369,Art Galleries|Art Museums,"""The first museum of Latin American and Caribbean modern and contemporary art in the US is located just steps from the Washington Monument and the White House. AMA | Art Museum of the Americas of the Organization of the American States (OAS) is a hub for contemporary art produced in and about the Western Hemisphere. We promote social change by providing a lively space for educational exchange, new ideas, and creative expression. Within and beyond our gallery walls, we enrich our local and international communities by interconnecting artists, museums, and audiences across the Americas."""
370,History Museums,"""The German-American Heritage Museum of the USA tells the story of all Americans of German-speaking ancestry and how they helped shape our great nation. The Museum is located across the street from the Verizon Center and can easily be accessed with Washington’s public transportation system. Red, Green, and Yellow line: Gallery Place-Chinatown"""
371,Speciality Museums,"""The Gallaudet University Museum interprets the rich and complex deaf experience, particularly in the United States."""
372,Speciality Museums,
373,Art Museums,
374,Art Museums,"""We're turning a truly unique urban space in D.C. - the forgotten trolley station below Dupont Circle - into a cultural destination. Open Hours are based around events, Check our Website and Facebook page to see whats coming up!"""
375,Speciality Museums,"""The Victims of Communism Museum is dedicated to commemorating the more than 100 million victims of Communism around the world and to those pursuing freedom from totalitarian regimes"""
376,Art Galleries,"""Touchstone Gallery has maintained a reputation for exhibiting contemporary work of high quality,vision and innovation. The gallery's is:to enrich the lives of the community through exhibits of diverse contemporary collections of visual art;to promote a rich variety of artistic talent in the DC region;to connect collectors with its 45 member artists;and to foster continuing artistic careers."""
377,Speciality Museums|History Museums,"""The Capital Jewish Museum explores the Jewish experience in the national capital region and inspires visitors to connect, reflect, and act—Connect personally and collectively, Reflect on the relevance of the past to today, and Act on behalf of their communities and values. With its experimental spirit, the Museum connects the past to the present through thought-provoking exhibitions, dynamic programming, and creative public experiences."""
378,Architectural Buildings|Science Museums,"""The Arts + Industries Building is a Smithsonian hub for creative exchange between ideas and objects from our past and our future. FUTURES, a time-traveling museum experience, is your guide to a vast array of interactives, artworks, technologies, and ideas that are glimpses into humanity’s next chapter. Dream big, and imagine not just one future, but many possible futures on the horizon. FUTURES is open 10AM -5:30PM Thursdays through Sundays with extended hours Fridays and Saturdays until 7PM through July 6, 2022. Admission is free and no timed tickets are required."""
379,Natural History Museums,
380,Speciality Museums,"""A gallery focusing on vaudeville's influence on 20th-century entertainment."""
381,Observatories & Planetariums,
382,Speciality Museums|History Museums,"""Connect with the history of local life in Washington, DC! Find us in Mt. Vernon Square, across from the Walter E. Washington Convention Center. Explore our exhibits highlighting DC history including: DC Home Rule 50: Explores urgent themes of self-governance, full citizenship, free elections, and DC statehood. The pop-up exhibit is located in the West Gallery and placed in conversation with the main exhibit, THE BIG PICTURE. THE BIG PICTURE: Reveals the Washington you remember and the one you never knew. Some images are blown up so large that you’ll feel like you’re a part of them. DC Hall of History: An introduction to our collections of documents, journals, books, and art that record our local history. This exhibit is divided into 4 themes: transportation, social life, business, and urban development. Our store and exhibit hours are: Thursday and Friday from 12 to 7 pm Saturday and Sunday from 12 to 6 pm"""
383,Historic Sites|History Museums,
384,Art Galleries,
385,History Museums,
